제목,날짜,내용,발행사,링크
"영양군, 선바위관광지 개발사업 기본구상 용역 최종 보고",2023-04-14 16:59:51+00:00,"영양군은 14일 군청 대회의실에서 오도창 군수, 영양군의회 김석현 의장 등 40여명의 관계자들이 참석한 가운데‘선바위관광지 개발사업 기본구상 및 타당성검토’연구용역 최종 보고회를 개최했다.보고회는 선바위관광지 개발사업 추진 배경과 목적, 관광여건 및 현황분석, 그리고 최종 확정된 사업계획 등에 대한 설명을 듣고 참석자간 의견을 나누는 순서로 진행됐다.조성된 지 20년이 된 선바위관광지는 지금까지 변화가 없어 시대의 흐름에 맞는 새로운 변신이 필요했다. 이에 용역업체는 지역사회 특성을 고려한 관광지 내의 도입시설에 대해 다각적으로 검토하고 여러 의견을 반영하여 이번 연구 용역 최종안으로 확정했다.선바위관광지 놀이터에는 어린이 물놀이장(971㎡)을 조성해 여름에는 온가족이 물놀이를 즐길 수 있고 봄·가을·겨울에는 놀이시설로 활용할 계획이다. 또한 선바위관광지 효공원에는 모든 연령층이 즐길 수 있는 높이 18m의 선바위타워를 조성한다. 이 시설에는 5층 높이의 전망대, 어드벤처 체험시설인 대형 슬라이드, 로잉머신·점프로프 등 4종의 게임을 할 수 있는 인터렉티브 체험관을 설치한다.군은 이번 개발사업을 통해 선바위관광지를 정적인 곳에서 온가족이 체험하고 즐길 수 있는 활력이 넘치는 곳으로 조성하여 경북을 대표하는 관광지로 발전시켜 나갈 계획이라고 밝혔다.",일간경북신문,http://www.kbsm.net/news/view.php?idx=388079
‘제1회 영양산나물 가요제’ 5월 2일 개최,2023-04-14 16:56:38+00:00,"영양군은 ‘제18회 산나물축제’를 기념해 ‘제1회 산나물가요제`를 개최한다.‘제1회 산나물가요제`는 관광객과 군민들의 활력을 불어넣기 위해 영양군 주최, 영양군언론인협회 주관으로 전국 규모로 열린다.참가 자격은 음악을 사랑하고 아끼는 대한민국 국민이면 누구나 지원 가능하며 참가를 희망하는 사람은 이달 30일까지 영양군언론인협회를 통해 신청·접수 후 동영상을 첨부해 이메일(gwon2009@naver.com)로 보내면 된다.서류와 동영상 심사를 거쳐 150개 팀을 선발, 예심을 통해 12팀이 5월 11일‘제18회 산나물 축제’축제장 특설무대에서 실력을 겨룬다.대상 수상자에게는 500만원, 금상은 200만원, 은상 2명 각 50만원, 장려상 1명에게 30만원, 인기상은 특산물 1BOX, 수상자 모두에게 상금과 상장, 트로피가 수여되며 대상과 금상 수상자에게는 한국가수협회 인증서가 주어진다.오도창 군수는 ""제1회 산나물 가요제는 앞으로 전통 있는 가요제가 될 수 있도록 할 계획이며 신인 가수 등용문 역할의 가요제로 만들겠다.”고 말했다.",일간경북신문,http://www.kbsm.net/news/view.php?idx=388077
"영양군, 제2기 민원 응대 군민평가위원 위촉",2023-04-13 11:56:48+00:00,"영양군은 13일 군청 소회의실에서 제2기 민원 응대 군민평가위원 위촉식을 개최했다.이날 위촉식에는 2021년부터 2년 간 제1기 민원응대 군민평가위원으로 활동한 5인을 포함해 6인의 군민이 참석해 박준로 부군수로부터 위촉장을 받았다. 위촉장을 받은 제2기 영양군 민원응대 평가위원의 임기는 2년으로 이달 13일부터 2025년 4월 12일까지 활동하게 된다.위촉된 민원응대 평가위원은 매년 5월부터 6월까지 2개월 간 군 본청 및 직속기관 17개 부서와 6개 읍·면사무소를 민원인으로 가장 방문해 내부환경, 맞이인사, 업무처리, 마무리 인사 등 전반적인 만족도를 평가하게 된다.오도창 영양군수는 “관행과 공무원 편의주의가 통하는 시대는 가고, 군민 눈높이 행정이 요구되는 시대”라며 “앞으로 평범한 군민의 평범한 요구에 더 귀를 기울이겠다”고 말했다.",일간경북신문,http://www.kbsm.net/news/view.php?idx=387941
"영양 검마산자연휴양림, 표고버섯 체험행사 프로그램 운영",2023-04-13 11:52:01+00:00,"산림청 국립검마산자연휴양림은 산뜻한 봄철을 맞아 이달 16일부터 내달 7일까지 매주 일요일 오전 10시부터 휴양림을 이용하는 고객을 대상으로 표고버섯 체험행사 프로그램을 운영한다고 밝혔다.은은한 향과 함께 면역력 증진 성분을 가진 표고버섯은 ‘동의보감’과 ‘본초강목’에도 기록될 만큼 인체에 유용한 성분을 다량 함유하고 있으며 항산화 성분이 많아 피부미용과 노화예방에도 탁월한 효과가 있는 것으로 알려져 있다.행사 참여자는 준비된 표고자목에 구멍을 뚫고 종균을 직접 접종해 보는 체험과 자라난 표고버섯을 관찰하고 채취해보는 체험을 해 볼 수 있으며, 체험진행 후 제작한 표고자목과 채취한 표고버섯을 집으로 가져갈 수 있다.우리나라의 대표적 건강임산물인 표고버섯을 식탁이 아닌 자연 속에서 직접 보고 만지며 채취까지 해보는 이번 행사는 참여 고객에게 숲과 나무가 만들어내는 신비한 자연의 힘을 일깨우고 평소 접하기 힘든 진귀한 산림교육 기회를 동시에 제공한다.국립검마산휴양림 관계자는 “찾아주신 이용객분들이 살랑이는 봄바람의 따스함 속에서 가족, 친구, 연인과 함께 표고버섯 체험도 즐기시며 행복한 추억을 만들도록 직원 모두 최선을 다하겠다”고 말했다.",일간경북신문,http://www.kbsm.net/news/view.php?idx=387940
[동정] 오도창 영양군수,2023-04-13 11:07:36+00:00,오도창 영양군수는 14일 오전 10시30분 군민회관에서 개최되는 ‘장애인의 날 기념행사’에 참석한다.,일간경북신문,http://www.kbsm.net/news/view.php?idx=387929
"영양군 영양읍, ‘찾아가는 보건복지서비스’ 확대 추진",2023-04-13 11:05:56+00:00,"영양읍행정복지센터는 13일부터 영양읍 건강 사례관리대상자들을 대상으로 ‘찾아가는 보건복지서비스’를 확대 추진한다고 밝혔다.영양군에서는 ‘찾아가는 보건복지서비스’강화를 위해 지난해 7월 1일자로 읍ㆍ면 간호직 공무원을 배치하여 운영하고 있으며, 올해 2월 중순 보건복지부 간호정책과의 지자체소속 간호사의 업무범위에 대한 유권해석 시달에 따라 읍ㆍ면 소속 간호직 공무원도 건강사례관리 대상자의 가정을 방문하여 대상자의 혈압 및 혈당을 측정하는 행위가 가능해졌다.이에 영양읍은 기존의 ‘찾아가는 보건복지서비스’건강관리 기능을 좀 더 확대하여 사례관리대상자별로 혈압·혈당을 측정해주고 관리하는 방법 등을 교육하여 건강 욕구에 부합하는 맞춤형 서비스를 제공할 계획이다. 또한 대상자의 건강 상담 후 보건소 사업 중 이용 가능한 사업 및 각종 자원 연계를 통해 보건복지 서비스를 강화할 방침이다.",일간경북신문,http://www.kbsm.net/news/view.php?idx=387928
[동정] 오도창 영양군수,2023-04-12 12:00:24+00:00,오도창 영양군수는 13일 오후 1시30분 군청 소회의실에서 개최되는 ‘영양군 농·특산물특판장 고추전시관 통합확장이전 기본설계보고회’에 참석한다.,일간경북신문,http://www.kbsm.net/news/view.php?idx=387791
"영양군다문화가족지원센터, ‘다문화엄마학교’ 운영을 위한 업무협약 체결",2023-04-12 11:53:25+00:00,"영양군다문화가족지원센터는 지난 11일 다문화센터 교육장에서 (사)한마음 교육봉사단과 ‘다문화엄마학교’의 성공적 운영을 위한 업무협약을 체결했다.이번에 협약을 맺은 최병규 (사)한마음교육봉사단 단장은 다문화가정 초등학교 자녀의 가정학습 및 중·고등학생 자녀의 교육을 챙길 수 있는 엄마를 양성하고 자녀의 성공적인 사회진출을 돕기 위해 다문화엄마학교를 설립하기로 약속하고 협약서에 서명했다.올해 도내 최초로 시범 운영되는 ‘다문화엄마학교’는 한국에서의 초등교육 경험이 없어서 학교에 입학한 아이가 무엇을 배우는지 전혀 알지 못하고 교사와의 소통 역시도 어려움을 느끼는 다문화가정 어머니들께 이번 엄마학교가 많은 도움이 되었으면 하는 취지로 시작됐으며 수업관리 등을 수행하기 위해 긴밀한 협조 체계 시스템을 구축하고 있다.영양군 다문화엄마학교는 미취학 및 초등학생 자녀를 둔 결혼이주여성을 대상으로 한국어·국어, 수학, 사회, 역사, 과학 등 7개 과목을 O2O(Online to Offline), O2R(Online to Remote)방식으로 진행한다.오도창 영양군수는 “다문화가정 학생은 지금 우리나라의 인구절벽을 지탱해주고 있고 앞으로는 글로벌 코리아의 신(新)성장동력이 될 것임이 분명하다”며 ""적극적으로 지원하겠다""고 말했다.",일간경북신문,http://www.kbsm.net/news/view.php?idx=387788
"성균관유도회 영양군지부, 영양군인재육성 장학금 기탁",2023-04-11 06:56:36+00:00,성균관유도회 영양군지부(회장 박충경)는 지난 7일 (재)영양군인재육성장학회를 방문해 105만원을 장학금으로 전달했다.박충경 회장은 “영양군의 미래인 학생들에게 도움이 되고자 회원들의 뜻을 모아 장학금을 기탁하게 되었다”며 “앞으로도 영양군의 인재양성을 위하여 많은 도움을 주고 싶다”고 기탁 취지를 전했다.,일간경북신문,http://www.kbsm.net/news/view.php?idx=387561
"영양군 도시재생지원센터-영양중·고, 지역발전 위한 업무협약 체결",2023-04-11 06:50:27+00:00,"영양군 도시재생지원센터와 영양중·고등학교는 지난 10일 도시재생지원센터에서 협업관계 구축 및 도시재생 활성화지역 내 지역발전을 위한 업무협약을 체결했다.이번 업무협약을 통해 양측은 도시재생 거점시설 활용 및 운영 협력, 지역공동체 활성화를 위한 청소년문화 콘텐츠 연계, 교육 및 동아리 활동 공간 제공 등 도시재생 거점시설(복합커뮤니티센터)을 통한 다양한 영역의 청소년 활동 활성화를 위해 협력하기로 했다.업무협약 체결 후 영양중·고등학교는 복합커뮤니티센터를 활용해 다양한 프로그램을 운영하고, 도시재생지원센터 역시 도시재생 거점시설 이용 활성화를 위한 인적·물적 네트워크를 제공하여 상호 발전적인 방향으로 협력해 나갈 예정이다.배준현 센터장은 “영양중·고등학교와의 협약을 계기로 도시재생 거점시설의 활성화와 학생들에게 영양군 도시재생 뉴딜사업을 홍보할 수 있는 좋은 기회가 될 것이며, 원활한 운영을 위해 적극 노력 하겠다”라고 전했다.최병국 교장은 ""영양 중,고등학교 학생들이 복합커뮤니센터를 통해 다양한 영역의 공간을 활용하여 풍부한 교육적 경험을 할 수 있어서 다행이며, 앞으로도 지역과 연계하여 양질의 교육을 계속해서 받을 수 있도록 노력하겠다”고 전했다.한편 영양군 복합커뮤니티센터(어울림터:마당)는 영양읍 팔수로 544-1에 위치한 지상 3층의 시설로서, 도시재생 뉴딜사업 거점시설 중 한 곳이다. 1층에는 아이누리 장난감도서관과 공동육아나눔터, 연습실, 2층에는 공부방(독서실)&북카페, 강당, 3층에는 마을공동작업장이 있다.",일간경북신문,http://www.kbsm.net/news/view.php?idx=387560
[동정] 오도창 영양군수,2023-04-10 11:54:13+00:00,오도창 영양군수는 11일 오후 6시 군민회관에서 개최되는 ‘제61회 경북도민체육대회 영양군선수단 결단식’에 참석한다.,일간경북신문,http://www.kbsm.net/news/view.php?idx=387448
"영양읍, ‘영양가득 饌’나눔 사업` 4년째 이어와",2023-04-10 11:52:37+00:00,"영양군 영양읍에서 2020년부터 4년째 이어 오고 있는 ‘영양가득 饌’나눔 사업`이 저소득 독거노인, 장애인 등 지역취약계층 가구의 결식 해소에 큰 역활을 하고 있다. ‘영양가득 찬(饌)’나눔 사업은 결식 우려가 높은 독거노인 및 장애인 등 1인 가구에 매월 2회 둘째, 넷째주 목요일에 밑반찬을 지원하면서 결식 해소는 물론 안부확인을 함으로써 소외계층에 대한 관심과 사회적 안전망 구축에 기여하고 있는 영양읍 민관협력 지역특화사업이다.이를 위해 현재 영양읍 관내 선희네(대표 김선희), 순화네 반찬(대표 박순화), 오리대장(대표 이동교), 장원가든(대표 한분자), 한울가든(대표 이재옥) 등 5개소에서 4년째 반찬을 후원해 주고 있으며 영양읍지역사회보장협의체 위원 및 자원봉사자들의 배달 선행으로 관내 취약계층 10가구가 결식 해소는 물론 정서적인 지지를 받고 있다.김선희 대표는“식사준비가 어려운 분들을 위해 조금이나마 도움을 드릴 수 있어 뿌듯하고, 꾸준히 후원할 수 있도록 노력하겠다”고 전했다.한편 ‘영양가득 饌’나눔사업 후원에 관심 있는 업소는 영양읍 맞춤형복지팀(☎054-680-5421)으로 문의하면 된다.",일간경북신문,http://www.kbsm.net/news/view.php?idx=387447
"영양군농기센터, 과수 저온·서리피해 대응 만전",2023-04-10 11:35:12+00:00,"영양군농업기술센터는 4월 들어 일부 중부내륙 중심으로 기온이 영하권으로 떨어지는 날이 잦아 과수 저온·서리피해가 있을 것으로 예상되어 배, 복숭아, 자두, 사과 등의 저온피해 최소화를 위해 사전·사후 관리를 당부했다. 올해는 예년에 비해 전국적으로 3월 기온이 높아 과수 꽃눈 개화 진행이 평년보다 최대 7~10일 가량 빠른 것으로 나타났으나 4월 들어 예상치 못한 낮은 기온으로 인해 현재 과수 꽃눈의 피해가 우려되는 상황이다.봄철 과수 서리피해는 매년 증가하는 이상기상으로 발아기부터 개화기까지 저온 및 서리로 꽃눈이 검은색으로 괴사하거나 꽃 중심 암수술이 갈변하는 증상으로 수정률이 현저히 떨어지며 개화가 빠를수록 피해가 더 커진다.저온·서리피해를 예방하는 방법으로 살수법(미세살수장치를 이용한 물이 얼 때 발생하는 열로 나무 조직의 온도가 내려가는 것을 막아주는 방법), 송풍법(송풍기를 이용한 낮은 온도가 정체되는 것을 막아주는 방법), 연소법(고체 연로나 겨를 태워 과원 내 열을 높이는 방법) 그 밖에 아미노산류 영양제 살포로 전해질을 높이는 방법이 있으며, 특히 농가는 기상예보를 지속적으로 확인하고 재해 예방시설을 수시로 점검하는 것이 무엇보다 중요하다.부득이하게 저온·서리 피해를 받았을 시 개화 초기 빠른 인공수분으로 수정률을 높여 주는 것이 중요하며, 적화·적과 작업을 결실률 확인 후 늦게 하는 것이 좋다.피해가 심한 과수원은 수세가 강해져 이듬해 생육과 꽃눈분화에도 부정적 영향을 주므로 질소질 비료, 거름 등 시비량을 줄이고, 여름철에 나오는 새로운 결과지 유인작업과 가지치기를 통해 수세가 강해지지 않도록 관리해야 한다. 영양군농업기술센터 이윤칠 소장은 “매년 이상기상으로 인한 저온·서리로 과수농가 피해가 심해지는 가운데 올해는 개화가 빨라 피해가 더 클 것으로 우려가 되어 선제적으로 대응할 수 있도록 예방 방법 홍보 및 현장 지도에 더 힘쓸 것”이라고 말했다.",일간경북신문,http://www.kbsm.net/news/view.php?idx=387441
